PublishTime,ArticleTitle,ArticleAuthor,ArticleSubtitle,ArticleURL,ArticleKeywords,ArticleCategory
"January 31, 2019 at 07:00PM",9 Tons of Pangolin Scales Are Seized in Hong Kong,Tiffany May,"Officials believe the scales came from nearly 14,000 pangolins. All eight pangolin species are endangered, some critically. |",https://www.nytimes.com/2019/02/01/world/asia/pangolin-smuggling-hong-kong.html?partner=IFTTT,Pangolins,World
"January 31, 2019 at 07:00PM","In Gulf Dispute, Fight Over Qatar's World Cup Plays Out Through Proxies",James Montague And Tariq Panja,"Public relations consultants, Gulf financing and whispered tips: Leaked emails and documents offer a window into a behind-the-scenes campaign to sabotage the 2022 World Cup. |",https://www.nytimes.com/2019/02/01/sports/world-cup-2022-qatar.html?partner=IFTTT,"World Cup 2022 (Soccer), Soccer",Sports
"January 31, 2019 at 07:00PM",California Today: How the Rams Can Beat the Patriots,Jill Cowan,Friday: Everything you need to know before the big game on Sunday; President Trump calls border security negotiations a waste; and Jackie Robinson's birthday. |,https://www.nytimes.com/2019/02/01/us/california-today-los-angeles-rams-super-bowl.html?partner=IFTTT,,U.S.
"January 31, 2019 at 07:00PM",How Is Venezuela's Political Crisis Affecting You?,The New York Times,Share your story to help us understand how Venezuelans view the crisis and what should be done. |,https://www.nytimes.com/2019/02/01/reader-center/how-is-venezuelas-political-crisis-affecting-you.html?partner=IFTTT,Politics and Government,Reader Center
"January 31, 2019 at 07:00PM",The Joy of the Junk Drawer,Ronda Kaysen,"Sure, you can embrace Marie Kondo. But how long before the clutter inevitably creeps back? |",https://www.nytimes.com/2019/02/01/realestate/the-joy-of-the-junk-drawer.html?partner=IFTTT,"Real Estate and Housing (Residential), Orderliness and Clutter",Real Estate
"January 31, 2019 at 07:00PM",The Week in Tech: Bracing for the Year of the Pig in China,Li Yuan,"Li Yuan, Asia tech columnist for The Times, says it could be a tough year for tech workers in China amid a growing trade war with the United States. |",https://www.nytimes.com/2019/02/01/technology/the-week-in-tech.html?partner=IFTTT,United States International Relations,Technology
"January 31, 2019 at 07:00PM",Blackwater Founder's New Company Strikes a Deal in China. He Says He Had No Idea.,Alexandra Stevenson And Chris Buckley,"Frontier Services Group withdrew a statement announcing plans to build a training center in Xinjiang, where a Muslim minority has experienced a security crackdown. |",https://www.nytimes.com/2019/02/01/business/erik-prince-xinjiang-china-fsg-blackwater.html?partner=IFTTT,"Mercenaries and Private Military Contractors, Terrorism, Politics and Government",Business
"January 31, 2019 at 07:00PM",LeBron James Shows No Rust in Big Return,Victor Mather,"In his first game since Christmas, James returned from injury and came an assist shy of a triple-double as the Lakers beat the Clippers. |",https://www.nytimes.com/2019/02/01/sports/lebron-james-return-los-angeles-lakers.html?partner=IFTTT,Basketball,Sports
"January 31, 2019 at 07:00PM",Central Park Penthouse Sets Record at Nearly $240 Million,Vivian Marino,"There were other pricey closings in Manhattan's new luxury skyscrapers in January, but all were dwarfed by the hedge fund manager Kenneth Griffin's deal. |",https://www.nytimes.com/2019/02/01/realestate/central-park-penthouse-sets-record-at-nearly-240-million.html?partner=IFTTT,"Real Estate and Housing (Residential), Historic Buildings and Sites",Real Estate
"January 31, 2019 at 07:00PM",Apple Says It Has Fixed FaceTime Security Bug,Jack Nicas And Brian X. Chen,"A software update will be released next week for owners of iPhones, iPads and Mac computers, the company said. |",https://www.nytimes.com/2019/02/01/technology/apple-facetime-bug-fix.html?partner=IFTTT,"Mobile Applications, Computers and the Internet, Computer Security, Defective Products",Technology
"January 31, 2019 at 07:00PM",Key Court Fight to Restore Net Neutrality Kicks Off,Cecilia Kang,A lawsuit challenging the Federal Communications Commission's repeal of rules meant to ensure internet users open access to all websites and services is one of several fronts in a broader battle. |,https://www.nytimes.com/2019/02/01/technology/net-neutrality-ajit-pai-fcc.html?partner=IFTTT,"Law and Legislation, Net Neutrality, Computers and the Internet, United States Politics and Government",Technology
"January 31, 2019 at 07:00PM",A Choreographer Who Mingles the Ordinary and the Odd,Gia Kourlas,"Vicky Shick is â€œinterested in movement and clarity and finding a logic in the vignettes.â€ Her new work, â€œNext to the Sink,â€ is coming to Danspace. |",https://www.nytimes.com/2019/02/01/arts/dance/vicky-shick-next-to-the-sink-danspace-project.html?partner=IFTTT,Dancing,Arts
"January 31, 2019 at 07:00PM","The Best Movies and TV Shows New to Netflix, Amazon and More in February",Jennifer Vineyard,"Every month, subscription streaming services add a new batch of titles to their libraries. Here are the ones we think are most interesting for February. |",https://www.nytimes.com/2019/02/01/arts/television/best-movies-tv-netflix-amazon-hulu-hbo-february.html?partner=IFTTT,"Movies, Television",Arts
"January 31, 2019 at 07:00PM",Kelly Rowland on Playing Gladys Knight: 'I Just Wanted to Soak Her Up',Kathryn Shattuck,"Rowland discusses her role in BET's â€œAmerican Soul,â€ the politics of the Super Bowl, R. Kelly and the message she's bringing at this stage in life. |",https://www.nytimes.com/2019/02/01/arts/television/kelly-rowland-gladys-knight-bet.html?partner=IFTTT,"Rhythm and Blues (Music), Pop and Rock Music",Arts
"January 31, 2019 at 07:00PM",The Truth Behind a Vietnam War Airstrike Uncovered,John Ismay,In this week's At War newsletter: An investigative report obtained by The Times reveals new details about one of the Vietnam War's worst friendly-fire incidents. |,https://www.nytimes.com/2019/02/01/magazine/vietnam-war-friendly-fire-newsletter.html?partner=IFTTT,United States Defense and Military Forces,Magazine
"January 31, 2019 at 07:00PM",An Inmate's Death in Jail and a Journalist's Search for Why,Sarah Maslin Nir,"For the county prosecutor, the case was closed. But the story of why Lamekia Dockery died, and why no one was held accountable, begged to be told. |",https://www.nytimes.com/2019/02/01/reader-center/lamekia-dockery-jail-inmate-death.html?partner=IFTTT,"Prisons and Prisoners, Prison Guards and Corrections Officers, Deaths (Fatalities)",Reader Center
"January 31, 2019 at 07:00PM",What to Cook This Weekend,Sam Sifton,"Eat well whatever you're doing, whatever entertainment you choose, whether it's watching the Super Bowl or making fly-fishing lures. |",https://www.nytimes.com/2019/02/01/dining/what-to-cook-this-weekend.html?partner=IFTTT,Cooking and Cookbooks,Food
"January 31, 2019 at 07:00PM","Goodbye, Flotus. Hello... Fgotus?",Maya Salam,"The United States could have a first gentleman. A first partner? A first, well, something! |",https://www.nytimes.com/2019/02/01/us/politics/first-spouse-kamala-harris-president.html?partner=IFTTT,"Politics and Government, Women and Girls, Women's Rights",U.S.
"January 31, 2019 at 07:00PM","Corruption Inquiry Involving Brazilian President's Son Can Proceed, Court Says",Shasta Darlington,"The case, involving hundreds of thousands of dollars moving in and out of FlÃ¡vio Bolsonaro's account, has tarnished his father's first weeks in office. |",https://www.nytimes.com/2019/02/01/world/americas/brazil-flavio-bolsonaro.html?partner=IFTTT,"Politics and Government, Corruption (Institutional)",World
"January 31, 2019 at 07:00PM",A Canadian Preacher Who Doesn't Believe in God,Catherine Porter,"The Rev. Gretta Vosper has stayed in the United Church despite rejecting the idea of a supernatural being, instead emphasizing love, justice and compassion. |",https://www.nytimes.com/2019/02/01/world/canada/gretta-vosper-reverend-atheism.html?partner=IFTTT,Atheism,World
"January 31, 2019 at 07:00PM",No Heat for Days at a Jail in Brooklyn. Hundreds of Inmates Are Sick and 'Frantic'.,Annie Correal,"Inmates maintain they have been locked in their cells with limited heat and electricity for more than a week, defense lawyers say. The warden's office denies the claim. |",https://www.nytimes.com/2019/02/01/nyregion/mdc-brooklyn-jail-heat.html?partner=IFTTT,"Prisons and Prisoners, Public Defenders and Court-Appointed Lawyers (Criminal), Prison Guards and Corrections Officers",New York
"January 31, 2019 at 07:00PM",I Found $90 Last Week but Can't Find the Owner. Now What?,Niraj Chokshi,"The money will go to charity. Meanwhile, many readers shared their own moral dilemmas about found money. |",https://www.nytimes.com/2019/02/01/reader-center/found-money-donate.html?partner=IFTTT,Philanthropy,Reader Center
"January 31, 2019 at 07:00PM",Meet the Guardian of Grammar Who Wants to Help You Be a Better Writer,Sarah Lyall,Benjamin Dreyer sees language the way an epicure sees food. And there are cretins everywhere he looks. |,https://www.nytimes.com/2019/02/01/books/benjamin-dreyer-english-grammar-writers-writing.html?partner=IFTTT,"Books and Literature, Grammar, Writing and Writers",Books
"January 31, 2019 at 07:00PM",Our Best Super Bowl Recipes,Margaux Laskey,From chili to wings and everything in between. |,https://www.nytimes.com/2019/02/01/dining/super-bowl-recipes.html?partner=IFTTT,"Cooking and Cookbooks, Football, Recipes",Food
"January 31, 2019 at 07:00PM",Lindsey Vonn to Retire,Bill Pennington,"Vonn leaves as the greatest women's skier in history with her 82 World Cup victories second only to Sweden's Ingemar Stenmark, who won 86. |",https://www.nytimes.com/2019/02/01/sports/lindsey-vonn-retires.html?partner=IFTTT,Alpine Skiing,Sports
"January 31, 2019 at 07:00PM",Taxing the Wealthy Sounds Easy. It's Not.,Paul Sullivan,"Two Democrats have proposed taxing the richest Americans at a higher rate. But if past efforts to use tax policy to target one group are a guide, they can backfire. |",https://www.nytimes.com/2019/02/01/your-money/tax-wealthy.html?partner=IFTTT,"Income Tax, Federal Taxes (US)",Your Money
"January 31, 2019 at 07:00PM",The Best Movies and TV Shows New to Netflix Canada in February,Scott Tobias,"Every month, Netflix Canada adds a batch of movies and TV shows to its library. Here are the titles we think are most interesting for February. |",https://www.nytimes.com/2019/02/01/arts/television/netflix-canada-best-february.html?partner=IFTTT,,Arts
"January 31, 2019 at 07:00PM",Digital Media: What Went Wrong,Edmund Lee,"For years, BuzzFeed seemed to be leading the journalism industry toward a brave new future. Now that it has stumbled, the way ahead looks more old-school than ever. |",https://www.nytimes.com/2019/02/01/business/media/buzzfeed-digital-media-wrong.html?partner=IFTTT,"News and News Media, Computers and the Internet, Online Advertising",Business
"January 31, 2019 at 07:00PM",Dwayne Johnson and Jason Statham vs. Idris Elba in 'Hobbs & Shaw' Trailer,Bruce Fretts,The 'Fast & Furious' spinoff due this summer also stars Vanessa Kirby from â€œThe Crown.â€ |,https://www.nytimes.com/2019/02/01/movies/dwayne-johnson-fast-furious-hobbs-shaw.html?partner=IFTTT,Movies,Movies
"January 31, 2019 at 07:00PM",He Traded His Yellow Flag for a Microphone. Another Super Bowl Awaits,Kevin Draper,"Gene Steratore, a former N.F.L. referee, is the CBS rules analyst, which just might be a harder job than making calls on the field. Really. |",https://www.nytimes.com/2019/02/01/sports/gene-steratore-nfl-rules.html?partner=IFTTT,"Officiating (Sports), Football",Sports
"January 31, 2019 at 07:00PM","With India's Election Looming, Modi Crams Budget With Cash to Woo Votes",Jeffrey Gettleman And Hari Kumar,Prime Minister Narendra Modi's budget includes new financial inducements for farmers and other groups whose support he needs. |,https://www.nytimes.com/2019/02/01/world/asia/india-modi-budget.html?partner=IFTTT,Elections,World
"January 31, 2019 at 07:00PM","After Burst of Holiday Spending, a Plan for a 'Frugal February'",Ann Carrns,Cutting back on nonessential spending for a month can help people pay down credit card balances or put money in savings. At least it's a short month. |,https://www.nytimes.com/2019/02/01/your-money/holiday-spending-frugal-february.html?partner=IFTTT,"Personal Finances, Credit and Debt, Interest Rates, Credit Cards",Your Money
"January 31, 2019 at 07:00PM","For a Knife, Dagger, Sword, Machete or Zombie-Killer, Just Ask These Ladies",Wendy Macnaughton,"Whitehead's Cutlery, in Butte, Mt., is 128 years old and will gladly sharpen scissors sold generations ago. |",https://www.nytimes.com/2019/02/01/business/zombie-killer-knives-montana.html?partner=IFTTT,Knives,Business
"January 31, 2019 at 07:00PM",When Is the Surgeon Too Old to Operate?,Paula Span,A handful of hospitals have instituted mandatory screening procedures for surgeons over 70. Doctors have been largely unenthusiastic about the idea. |,https://www.nytimes.com/2019/02/01/health/surgeons-retirement-competence.html?partner=IFTTT,"Surgery and Surgeons, Age, Chronological, Discrimination, Hospitals, Labor and Jobs",Health
"January 31, 2019 at 07:00PM",Qatar Beats Japan to Win Asian Cup,Tariq Panja,"Qatar, which will host the 2022 World Cup, claimed its first major soccer championship with a 3-1 victory over Japan in Abu Dhabi. |",https://www.nytimes.com/2019/02/01/sports/qatar-japan-asian-cup.html?partner=IFTTT,"Soccer, World Cup 2022 (Soccer)",Sports
"January 31, 2019 at 07:00PM",Cory Booker on the Issues: Where He Stands,Nick Corasaniti,"In his six years in the Senate, Cory Booker has progressed from a moderate who defended private equity and the drug industry to a leading progressive voice on issues like criminal justice reform and marijuana legalization. |",https://www.nytimes.com/2019/02/01/us/politics/cory-booker-on-the-issues.html?partner=IFTTT,"Law and Legislation, United States Politics and Government",U.S.
"January 31, 2019 at 07:00PM",Variety: Acrostic,Caitlin Lovinger,Emily Cox and Henry Rathvon and â€œJerry Maguireâ€ make a tough acrostic for us. |,https://www.nytimes.com/2019/02/01/crosswords/variety-acrostic.html?partner=IFTTT,,Crosswords & Games
"January 31, 2019 at 07:00PM",You'll Want to Put This Chile-Garlic Oil on Everything,Melissa Clark,This easy-to-make oil adds spice and crunch to lemony chicken cutlets. Melissa Clark can't get enough of it. |,https://www.nytimes.com/2019/02/01/dining/lemon-chicken-recipe.html?partner=IFTTT,"Cooking and Cookbooks, Poultry",Food
"January 31, 2019 at 07:00PM",Fish-and-Chip Shops in U.K. Found to Fry Endangered Species,Palko Karasz,"British researchers found that spiny dogfish, a small shark that is also known as spurdog, was often sold as â€œrock salmonâ€ for use in the traditional dish. |",https://www.nytimes.com/2019/02/01/world/europe/uk-fish-and-chips-shark.html?partner=IFTTT,"Endangered and Extinct Species, Sharks",World
"January 31, 2019 at 07:00PM",Picture Books That Let Imaginations Soar,Maria Russo,"In the latest from Beth Ferry and Tom Lichtenheld, Shaun Tan and others, a boy and his dog head to the moon, a crab bakes cakes and a cat foils a bakery break-in. |",https://www.nytimes.com/2019/02/01/books/review/new-picture-books.html?partner=IFTTT,Books and Literature,Books
"January 31, 2019 at 07:00PM",Sojourner Truth's Original New York Times Obituary From 1883,The New York Times,"The obituary, published on Nov. 27, 1883, described Truth as a famous lecturer on â€œtemperance, politics, and the woman's rights question.â€ |",https://www.nytimes.com/2019/02/01/obituaries/sojourner-truth-dead-1883.html?partner=IFTTT,"Blacks, Women and Girls, Slavery (Historical), Speeches and Statements",Obituaries
"January 31, 2019 at 07:00PM",Those Iron Scorch Marks Are by Design,Rachel Felder,"Naomi Mishkin, an artist, makes office-appropriate wear with a clever twist. |",https://www.nytimes.com/2019/02/01/style/those-iron-scorch-marks-are-by-design.html?partner=IFTTT,Fashion and Apparel,Style
"January 31, 2019 at 07:00PM",A German Bratwurst Museum Unwittingly Starts a Holocaust Controversy,Christopher F. Schuetze,"The lighthearted museum stumbled into the darkest of topics, learning that the proposed site of its new home was once part of a concentration camp. |",https://www.nytimes.com/2019/02/01/world/europe/germany-bratwurst-museum-concentration-camp.html?partner=IFTTT,"Holocaust and the Nazi Era, Sausages, Museums",World
"February 1, 2019 at 07:00PM",Adventure in a Wedding Dress,Charanna Alexander,"For a year, this bride traveled the world, with her wedding dress in tow. After her actual wedding day, she stepped into the dress 50 more times, zippering up the back and taking photographs â€” in 33 different countries, including Spain, Greece, Israel and Seychelles. |",https://www.nytimes.com/2019/02/02/fashion/weddings/adventure-in-a-wedding-dress.html?partner=IFTTT,"Dresses, Fashion and Apparel, Weddings and Engagements",Fashion
"February 1, 2019 at 07:00PM",What's on TV Saturday: 'Pick of the Litter' and 'Bordertown',Sara Aridi,A feel-good movie about guide dogs in training hits Hulu. And the second season of a Finnish crime drama debuts on Netflix. |,https://www.nytimes.com/2019/02/02/arts/television/whats-on-tv-saturday-pick-of-the-litter-and-bordertown.html?partner=IFTTT,"Movies, Television",Arts
"February 1, 2019 at 07:00PM",Super Bowl Pitches That Aren't 'SOO Good!',Kevin Draper,"The marketing blitz of the Super Bowl, seemingly unending and often head-shaking, is an excuse to promote just about anything. |",https://www.nytimes.com/2019/02/02/sports/bad-super-bowl-pitches.html?partner=IFTTT,"Football, Super Bowl, Advertising and Marketing",Sports
"February 1, 2019 at 07:00PM",On Politics: The Biggest Stories of the Week,Unknown Author,It's been a busy week in American politics. Here are some of the stories you might have missed. |,https://www.nytimes.com/2019/02/02/us/politics/on-politics-the-biggest-stories-of-the-week.html?partner=IFTTT,United States Politics and Government,U.S.
"February 1, 2019 at 07:00PM",Taliban to Meet Afghan Politicians (but Not Ghani) in Moscow,Mujib Mashal,"President Ashraf Ghani's Afghan government has been shut out of the insurgents' peace talks with the United States, and the meeting in Russia could undermine him further. |",https://www.nytimes.com/2019/02/02/world/asia/taliban-moscow-ghani-talks.html?partner=IFTTT,"Afghanistan War (2001- ), Politics and Government, United States International Relations",World
"February 1, 2019 at 07:00PM",11 of Our Best Weekend Reads,Kaly Soto,El Chapo's wife has no regrets. New Overlooked obituaries. Lorena Bobbitt speaks. So does Trump. And more. |,https://www.nytimes.com/2019/02/02/arts/11-of-our-best-weekend-reads.html?partner=IFTTT,Books and Literature,Arts
"February 1, 2019 at 07:00PM",He Committed Murder. Then He Graduated From an Elite Law School. Would You Hire Him as Your Attorney?,Noam Scheiber,"A bipartisan consensus has taken hold: After prison, nonviolent offenders should get a second chance at normal lives. But what about someone whose criminal history â€” and ambitions â€” are more extreme? |",https://www.nytimes.com/2019/02/02/business/bruce-reilly-murder-conviction-lawyer.html?partner=IFTTT,"Ex-Convicts, Prisons and Prisoners, Murders, Attempted Murders and Homicides",Business
"February 1, 2019 at 07:00PM",Hershey Says 'Manufacturing Process' Is to Blame for Missing Tips on Kisses,Mihir Zaveri,"The missing tips were an unwelcome surprise for many chocolate lovers over the holiday season. The problem should be solved in a few months, the company said. |",https://www.nytimes.com/2019/02/02/business/hershey-kisses-tips.html?partner=IFTTT,"Bakeries and Baked Products, Social Media, Chocolate",Business
"February 1, 2019 at 07:00PM",Hidden Gems: Do the Patriots Find Them or Create Them?,Bill Pennington,Unexpectedly superb performances by waiver-wire pickups and low draft picks have become a signature of the Bill Belichick era. |,https://www.nytimes.com/2019/02/02/sports/new-england-patriots-belichick.html?partner=IFTTT,"Football, Super Bowl",Sports
"February 1, 2019 at 07:00PM","For N.F.L. Retirees, Opioids Bring More Pain",Ken Belson,"A brutal game got them hooked on painkillers. In retirement, they battle addiction. The opioid crisis courses through football. |",https://www.nytimes.com/2019/02/02/sports/nfl-opioids-.html?partner=IFTTT,"Pain-Relieving Drugs, Football, Sports Injuries",Sports
"February 1, 2019 at 07:00PM",Apps and Services to Help You Get Around on Your Next Trip,Sarah Amandolare,"Whether you're traveling abroad or just away from home, these apps and services can help you get from the airport or hotel to the places you actually want to see.  |",https://www.nytimes.com/2019/02/02/travel/apps-and-services-to-help-you-get-around-on-your-next-trip.html?partner=IFTTT,Transit Systems,Travel
"February 1, 2019 at 07:00PM",Venezuela's Opposition Gears Up for Major Protests,Ana Vanessa Herrero And Nicholas Casey,Leaders hope to capitalize on international pressure against the authoritarian rule of NicolÃ¡s Maduro. |,https://www.nytimes.com/2019/02/02/world/americas/venezuela-protests-opposition-maduro.html?partner=IFTTT,"Demonstrations, Protests and Riots",World
"February 1, 2019 at 07:00PM",Japan's Working Mothers: Record Responsibilities. Little Help from Dads,Motoko Rich,Men in Japan do fewer hours of housework and child care than in any of the world's richest nations. That keeps women from getting better jobs and holds back the economy. |,https://www.nytimes.com/2019/02/02/world/asia/japan-working-mothers.html?partner=IFTTT,"Working Hours, Women and Girls",World
"February 1, 2019 at 07:00PM","Woman Killed by Fire in Menstruation Hut, as Nepal Fights a Tradition",Bhadra Sharma And Kai Schultz,"Despite a ban and efforts to educate Nepalese about a centuries-old practice of banishing menstruating women to isolated huts, the tradition stubbornly lives on. |",https://www.nytimes.com/2019/02/02/world/asia/nepal-menstruation-hut-death-chhaupadi.html?partner=IFTTT,"Menstruation, Women and Girls, Women's Rights, Deaths (Fatalities)",World
"February 1, 2019 at 07:00PM","As West Bank Violence Surges, Israeli Government Is Silent",Isabel Kershner,"Israel's government has been reluctant to condemn attacks by Jewish settlers, wary of alienating the movement's supporters in an election year. |",https://www.nytimes.com/2019/02/02/world/middleeast/israel-west-bank-violence.html?partner=IFTTT,Palestinians,World
"February 1, 2019 at 07:00PM",The Queen of Change,Penelope Green,|,https://www.nytimes.com/2019/02/02/style/julia-cameron-the-artists-way.html?partner=IFTTT,"Books and Literature, Art, your-feed-selfcare",Style
"February 1, 2019 at 07:00PM",Diversity in Big Law and the Attack on Jussie Smollett,Lauretta Charlton,"Race/Related is a weekly newsletter focused on race, society and identity, with provocative stories from around The New York Times. |",https://www.nytimes.com/2019/02/02/us/jussie-smollett-attack-diversity-law.html?partner=IFTTT,"Race and Ethnicity, Discrimination",U.S.
"February 1, 2019 at 07:00PM",Postcards From Your Favorite Hometown Running Spots,Jen A. Miller,Needs some run-spiration? Here are some of the spectacular places that brighten our readers' everyday running routes. |,https://www.nytimes.com/2019/02/02/well/move/postcards-from-your-favorite-hometown-running-spots.html?partner=IFTTT,"Running, Road Trips, Exercise",Well
"February 1, 2019 at 07:00PM",Brexit Fight Over Gibraltar Flares Up in an E.U. Footnote,Raphael Minder,"European diplomats referred to the territory as â€œa colony of the British crown,â€ language that backs Spain's position in a long-running dispute. Britain was not amused. |",https://www.nytimes.com/2019/02/02/world/europe/spain-britain-brexit-gibraltar.html?partner=IFTTT,"Great Britain Withdrawal from EU (Brexit), Politics and Government, International Relations",World
"February 1, 2019 at 07:00PM",5 Soldiers and 3 ISIS-Linked Militants Killed in Clashes in Philippines,Jason Gutierrez,"The gun battles occurred on Saturday in the southern Philippine island of Jolo, six days after a church attack left 22 dead, the military said. |",https://www.nytimes.com/2019/02/02/world/asia/philippines-abu-sayyaf-church-bombing.html?partner=IFTTT,"Terrorism, Deaths (Fatalities), Churches (Buildings)",World
"February 1, 2019 at 07:00PM","After a 'Redo' Reunion, They Rediscovered Their Chemistry",Vincent M. Mallozzi,"The couple, who split up in the 1980s, got back together 29 years later, after a nudge by the bride. |",https://www.nytimes.com/2019/02/02/fashion/weddings/after-a-redo-reunion-they-rediscovered-their-chemistry.html?partner=IFTTT,Weddings and Engagements,Fashion
"February 1, 2019 at 07:00PM",Events Are the New Magazines,Katherine Rosman,"And Nicole Vecchiarelli and Andrea Oliveri, the founders of an agency called Special Projects, are here to celebrify them. |",https://www.nytimes.com/2019/02/02/style/special-projects.html?partner=IFTTT,"Magazines, Public Relations and Publicity",Style
"February 1, 2019 at 07:00PM",A Deadly River of Mud: Video of Brazil Dam Collapse Emerges,Palko Karasz,"Footage released a week after the tragedy showed how the dam released 2.5 billion gallons of brown sludge that buried people, cars and buildings in seconds. |",https://www.nytimes.com/2019/02/02/world/americas/brazil-dam-video.html?partner=IFTTT,"Mines and Mining, Deaths (Fatalities)",World
"February 1, 2019 at 07:00PM",An Urgent Call for Compromise in Venezuela,Francisco RodrãGuez And Jeffrey D. Sachs,The risk of a winner-takes-all approach in the country's political crisis is extraordinary. It's time to seek a negotiated transition. |,https://www.nytimes.com/2019/02/02/opinion/venezuela-juan-guaido-maduro.html?partner=IFTTT,United States International Relations,Opinion
"February 1, 2019 at 07:00PM",Does My Apartment Have to Be So Hot in the Winter?,Ronda Kaysen,A New York City apartment can feel downright tropical when it's cold outside. But there are ways to cool it down. |,https://www.nytimes.com/2019/02/02/realestate/does-my-apartment-have-to-be-so-hot-in-the-winter.html?partner=IFTTT,"Real Estate and Housing (Residential), Radiators, Heating",Real Estate
"February 1, 2019 at 07:00PM","In the Pale of Winter, Trump's Tan Remains a State Secret",Katie Rogers,"The White House insists that only â€œgood genesâ€ and a clear powder are behind President Trump's glow, but mysteries about his grooming routine abound. |",https://www.nytimes.com/2019/02/02/us/politics/trump-tan.html?partner=IFTTT,"Suntan, Cosmetics and Toiletries",U.S.
"February 1, 2019 at 07:00PM",Ralph Northam Under Pressure to Resign as Virginia Governor Over Racist Yearbook Photo,"Trip Gabriel, Alan Blinder And Jonathan Martin",The political fallout for Mr. Northam came quickly after he acknowledged he had dressed as either a member of the Ku Klux Klan or in blackface. |,https://www.nytimes.com/2019/02/02/us/politics/ralph-northam-virginia-governor.html?partner=IFTTT,Politics and Government,U.S.
"February 1, 2019 at 07:00PM",Russia Pulls Out of I.N.F. Treaty in 'Symmetrical' Response to U.S. Move,Andrew E. Kramer,"Russia will no longer observe the 1987 nuclear pact, which the Trump administration suspended on Friday. China urged both powers to observe the agreement, but showed no interest in joining it. |",https://www.nytimes.com/2019/02/02/world/europe/russia-inf-treaty.html?partner=IFTTT,"United States International Relations, Arms Control and Limitation and Disarmament, Defense and Military Forces",World
"February 1, 2019 at 07:00PM",29 of Our Most Delicious Dips,Unknown Author,"Perfect for snacking on the couch, with or without a football game. |",https://www.nytimes.com/2019/02/02/admin/29-of-our-most-delicious-dips.html?partner=IFTTT,,Admin
"February 1, 2019 at 07:00PM",A Mayor's Effort to Play Down Henry Ford's Anti-Semitism Backfires,Steve Friess And Adeel Hassan,"The mayor of Dearborn, Mich., halted distribution of a city history magazine documenting Ford's bigoted views, a move that riled residents and historians. |",https://www.nytimes.com/2019/02/02/us/henry-ford-jews.html?partner=IFTTT,"Anti-Semitism, Jews and Judaism, History (Academic Subject)",U.S.
"February 1, 2019 at 07:00PM",Trump Sought a Loan During the 2016 Campaign. Deutsche Bank Said No.,"David Enrich, Jesse Drucker And Ben Protess","Donald Trump turned to the German bank, one of the few lenders willing to do business with him, to borrow millions of dollars that would go to his golf resort in Scotland. |",https://www.nytimes.com/2019/02/02/business/trump-deutsche-bank.html?partner=IFTTT,"Presidential Election of 2016, Russian Interference in 2016 US Elections and Ties to Trump Associates",Business
"February 1, 2019 at 07:00PM",One Way to Make College Meaningful,Tom Perrin,Don't find yourself; find a vocation. |,https://www.nytimes.com/2019/02/02/opinion/sunday/vocation-college-higher-ed.html?partner=IFTTT,Colleges and Universities,Opinion
"February 1, 2019 at 07:00PM",This Super Bowl Is Not Everyone's Bowl of Chips,Victor Mather,"St. Louis is angry the Rams left. New Orleans thinks the Saints got cheated. Los Angeles has the Rams, but hey, LeBron is back. Atlanta is the conflicted host. |",https://www.nytimes.com/2019/02/02/sports/super-bowl-fans-not-interested.html?partner=IFTTT,Super Bowl,Sports
"February 1, 2019 at 07:00PM",Medicare for All Emerges as Early Policy Test for 2020 Democrats,Jonathan Martin And Abby Goodnough,"Many liberals who are influential in the presidential primaries want a single-payer system, but some voters are uneasy about losing private insurance. Most candidates are now walking fine lines. |",https://www.nytimes.com/2019/02/02/us/politics/medicare-for-all-2020.html?partner=IFTTT,"Presidential Election of 2020, Health Insurance and Managed Care, Taxation",U.S.
"February 1, 2019 at 07:00PM",Chamber of Commerce Decides Bipartisanship Is Good Business,Carl Hulse,The U.S. Chamber of Commerce revamps its political scoring system as frustrated business groups try to foster more across-the-aisle solutions. |,https://www.nytimes.com/2019/02/02/us/politics/chamber-of-commerce-bipartisanship.html?partner=IFTTT,"United States Politics and Government, Shutdowns (Institutional)",U.S.
"February 1, 2019 at 07:00PM",Central African Republic Armed Groups Reach Peace Deal,The Associated Press,A peace deal has been reached between the government and 14 armed groups after their first-ever direct dialogue aimed at ending years of conflict. |,https://www.nytimes.com/2019/02/02/world/africa/central-african-republic-peace-deal.html?partner=IFTTT,"War Crimes, Genocide and Crimes Against Humanity",World
"February 1, 2019 at 07:00PM","Serbia, Germany and Australia Join Davis Cup Finalists",Agence France-Presse,The 12 winners in qualifying this weekend will join the six automatic qualifiers in November in Madrid. |,https://www.nytimes.com/2019/02/02/sports/tennis/serbia-germany-davis-cup.html?partner=IFTTT,"Tennis, Davis Cup",Sports
"February 1, 2019 at 07:00PM",T.S.A. Worker Jumps to His Death From Hotel Balcony at Orlando Airport,Jeffery C. Mays,"The terminal was evacuated after the unidentified man jumped, causing passengers to flee unscreened into restricted areas. |",https://www.nytimes.com/2019/02/02/us/orlando-airport-security.html?partner=IFTTT,"Airports, Airport Security, Suicides and Suicide Attempts",U.S.
